seriesuid,coordX,coordY,coordZ,class,probability
340518,52.54542024128253,173.63481718145644,-53.740467216544744,32,0.9820063133449205
340518,-85.96837506139246,158.08815028680417,-256.8117375969088,1,0.9778049119853712
340518,43.244140625,139.9536096067855,-270.3294321120107,31,0.9636685261693617
340518,26.388324938518878,174.03537786379735,-311.268157394537,31,0.9626097039043457
340518,-56.41002972670833,207.169961125898,-82.33585600656755,1,0.962443532964921
340518,55.712510459351165,215.970976260773,-83.36592207176449,1,0.9608277143377345
340518,-26.337613949644833,200.8853342603685,-123.28994419657482,1,0.9601115500949976
340518,-37.991465028172,74.28565627150404,-234.46993813268136,1,0.9598290124313593
340518,104.36186768038624,79.54031631315372,-47.30038094653338,1,0.9504159049711053
340518,48.29722610870965,231.40649803287175,-161.62360151491427,1,0.9488593933418686
340518,-88.07262910657755,142.15197650624333,-278.3043828652314,1,0.9484150174633577
340518,-55.51380149354216,191.66600396938497,-55.25195189096263,32,0.9469537518363305
340518,28.212305022083967,140.2307675029369,-96.30591844105408,31,0.9422129714562926
340518,66.40230043250483,212.15298746542376,-92.79847693283455,1,0.9245461452033736
340518,-56.90444087981386,115.25597261944347,-112.79608225330955,1,0.9239517380727573
340518,42.821476175841696,139.69486600511192,-277.79447595298376,31,0.9238365598474322
340518,84.76771735346904,170.28090636340875,-156.79629683165126,1,0.9233525783163506
340518,-55.9622224103566,96.62820112167316,-158.79473581283543,1,0.9194662045040842
340518,57.42128441481455,227.17529085453504,-156.3360833757544,1,0.9156679733584802
340518,-83.38697808481746,161.74464763433005,-248.77736603567163,1,0.915113427980343
340518,86.49384521362902,141.31922067605566,-145.76370922509415,1,0.9135103401757375
340518,18.455019020720073,149.18930509106355,-322.86289171407304,31,0.9118019501459137
340518,-57.02288614658343,207.60415740073535,-91.49263480255954,1,0.9064218470756219
340518,7.326437014062634,181.04294349655308,-200.5218659026042,31,0.8983294586634414
340518,-101.8517393043708,163.8431376443543,-250.83564606152163,1,0.8924851435327363
340518,27.916082948359474,124.15817856845271,-142.78196857529144,31,0.8910447207637361
340518,43.3580822451371,140.37460924392556,-274.2999752957229,31,0.8384029608389598
340518,-91.39369169250074,159.27440905941936,-213.12198799989164,1,0.838112669669183
340518,-57.927278720450346,117.70178195502851,-109.30132090799395,1,0.8380095857719284
340518,-90.06407592951706,160.88485709356425,-210.30730443656253,1,0.835743565770941
340518,-86.41194830169856,191.5229084188233,-293.305995679336,1,0.8346630079089988
340518,-27.963095130093222,188.45046569162483,-67.30199383732736,1,0.8339964173823294
340518,-41.176888137668016,154.38334544165738,-156.3062428878684,32,0.8324271545683505
340518,-39.018871759274276,211.92109502952061,-98.30963082729127,1,0.8289853156174267
340518,-24.6720916805709,202.13582383542004,-119.3158199638122,1,0.8261414275394543
340518,41.654184091018806,178.6543903445325,-41.30429022067932,32,0.8223636181357225
340518,12.23366494306677,150.0850249500911,-215.26932029345744,32,0.8193814324539617
340518,-7.9173360734776,151.8788334891401,-109.28229098711893,32,0.8168199551089851
340518,-89.37394504392525,162.35343952825966,-236.24644989076512,1,0.8164764183442268
340518,22.81083536968947,194.35291792802218,-309.27221257694265,31,0.8151893565977656
340518,-89.48777884168696,153.47052090813557,-240.97646053513,1,0.812413717331076
340518,-49.938959976077115,169.8778878708235,-50.29769049372334,32,0.811423179134817
340518,-63.055802862420265,217.17880183933732,-114.35740250826507,1,0.8072444876277621
340518,68.64959401832499,206.46857505761528,-81.97966225124361,1,0.794989378257534
340518,98.95254274592315,158.47995600287868,-142.28685571246956,1,0.7909789881058579
340518,15.375820761182013,188.24027008614175,-244.03261702075503,31,0.7884531016417172
340518,46.77631523713086,228.10261226944436,-134.31462103765654,1,0.7849466154226863
340518,56.012013282300074,158.0409999886391,-101.32347572520905,1,0.7818017422731469
340518,6.3106475827586905,165.593695755749,-167.3568360079833,31,0.781327260670081
340518,32.822402058132326,116.3543134636273,-153.28963639424,31,0.7771170761604472
340518,12.909244212434487,171.34974081959612,-293.28877767938843,31,0.7759259311931705
340518,90.98223721883835,143.21795196673858,-179.29696388801838,1,0.761752295719309
340518,-89.20205625112597,177.11805152250102,-224.79971808197732,1,0.6694555069129889
340518,24.61709169348552,169.5967757867363,-307.79912884617903,31,0.6691399404944243
340518,43.41378020126572,214.7141723521446,-75.80367086126563,1,0.6666107913088244
340518,83.06759674673287,212.66327656863464,-160.80400595359202,1,0.6648205336844613
340518,-32.28822968555818,193.1703804272744,-62.80692036723792,1,0.662515285863215
340518,-54.51225803577178,221.90188902608003,-180.79634175206837,1,0.661642560671304
340518,88.53436332640831,139.86832588010378,-130.80623935366043,1,0.6612057489590676
340518,-84.76836080830107,200.70494992031257,-222.8093225241119,1,0.660879986175196
340518,-89.20662894711349,170.6281148479924,-227.78687910198522,1,0.6569123995923443
340518,-46.3090699041052,125.16829388203672,-85.80354148125974,1,0.6556497970959115
340518,-20.57703957030583,195.82262456606378,-103.65394176848142,1,0.6527638446812709
340518,30.586660407282068,163.2750015258789,-101.81607314003045,31,0.6522322280730948
340518,-21.88817696960524,200.366633432414,-116.81950514237425,1,0.6474451738820063
340518,-80.82884352383286,121.91614260321319,-191.30103889068994,1,0.6466012408177781
340518,-22.55188993949838,140.88796684837078,-129.80037435881542,1,0.6459775098180943
340518,-50.25840418890496,103.43241573233894,-149.8205648305294,1,0.6451143686614959
340518,15.046981235146944,152.336779660781,-220.80033978814032,31,0.6449228029169607
340518,-22.902303338889396,186.40753114810457,-200.8255838473194,1,0.6414560379006856
340518,106.31359191825425,157.64328094413315,-230.82318243380416,1,0.6392006656427557
340518,83.24118024899929,142.93638615112908,-149.79501023941498,1,0.6372533994230725
340518,-9.066407157153122,150.46543166695545,-106.77712932307617,32,0.6344980830820786
340518,-93.9497490165119,162.56136323908842,-207.82196322559264,1,0.6333374123781619
340518,89.73602732028166,143.96723393601974,-122.78899925587098,1,0.6332073638140846
340518,31.62684049955334,161.2431883986456,-99.79443826219361,31,0.6329037442758837
340518,40.86528008100197,231.08738726087387,-149.77992093161728,1,0.6323371144646404
340518,91.26337699563067,162.58495864214015,-193.80942195432377,1,0.6309415496409789
340518,54.34829000860091,208.05039215087888,-203.81241931066205,1,0.6297467544913818
340518,24.076963487591513,179.13041846292143,-296.83882977683487,31,0.6260107337538133
340518,-92.25693351558961,169.90439592686155,-219.82084501205088,1,0.6259112130500185
340518,-79.12578012255956,124.64531515331936,-188.80970042939873,1,0.6218402172281582
340518,-53.644421494398955,98.87884641768207,-154.2364884230517,1,0.6218090893156191
340518,-58.060138760191265,215.43751901568763,-106.83752865922034,1,0.6188205314395945
340518,-75.86589885869137,188.05583600463424,-268.29670490013757,1,0.6186764670332384
340518,93.83007812499994,113.0133573499237,-210.7743825984286,1,0.61726031182795
340518,29.583436059420933,173.37011064233494,-95.79726433467184,31,0.6158515167604851
340518,-57.06217631475144,181.55449481472976,-223.287037560175,1,0.6151779507009983
340518,-34.8802209362629,93.75896350298372,-153.77680089893715,1,0.6125488810326131
340518,30.59765625,221.0386734008789,-138.7648693024745,1,0.6123769892351166
340518,-7.349090236858501,155.0718765258789,-113.81065693945891,32,0.6109337618365777
340518,-96.892578125,165.84211061671658,-301.78936005291797,1,0.6092979203310714
340518,75.85793859588438,182.34667459096963,-76.77287267124075,32,0.6075567298760299
340518,-102.01953125,167.00289866892422,-246.82329731119847,1,0.6050897370707035
340518,-100.310546875,148.7732134929888,-231.77601726504446,1,0.6040300761504626
340518,-101.3359375,177.1304426898891,-239.78763374349595,1,0.5950062508190387
340518,96.23116910522714,191.29808884826528,-172.80621433850638,1,0.5944667778202868
340518,-102.703125,156.11933277340722,-194.78384836620518,1,0.5929184292173413
340518,-58.953125,211.8101577758789,-105.29998779296875,1,0.3845966864544738
340518,-63.0546875,210.4429702758789,-285.29998779296875,1,0.3844640810806455
340518,25.12890625,168.7437515258789,-306.29998779296875,31,0.38441996501292025
340518,-57.5859375,209.0757827758789,-90.29998779296875,1,0.3844049503204718
340518,-90.3984375,163.2750015258789,-236.29998779296875,1,0.3840407869269111
340518,-54.509765625,217.9625015258789,-110.29998779296875,1,0.3833382845566661
340518,-80.486328125,206.6832046508789,-294.29998779296875,1,0.3832319822651633
340518,18.29296875,171.4781265258789,-224.29998779296875,31,0.38310280183346845
340518,-76.04296875,204.2906265258789,-128.29998779296875,1,0.38272115266049067
340518,-93.474609375,163.9585952758789,-239.29998779296875,1,0.38151944115732594
340518,-83.220703125,197.7964859008789,-212.29998779296875,1,0.3813449157811017
340518,-83.220703125,201.8980484008789,-208.29998779296875,1,0.38042913666796807
340518,2.5703125,165.3257827758789,-308.29998779296875,31,0.3801609745544401
340518,-27.166015625,68.9390640258789,-212.29998779296875,1,0.3798187331797171
340518,-34.685546875,210.7847671508789,-96.29998779296875,1,0.37696799066208975
340518,-61.00390625,208.7339859008789,-104.29998779296875,1,0.3768854070526467
340518,-23.748046875,193.3531265258789,-154.29998779296875,1,0.37654669561348847
340518,-78.435546875,195.7457046508789,-206.29998779296875,1,0.3764510136331463
340518,-34.001953125,205.6578140258789,-59.29998779296875,32,0.3763417566872539
340518,-93.81640625,165.3257827758789,-147.29998779296875,1,0.37614825473210106
340518,-1.873046875,165.3257827758789,-308.29998779296875,31,0.3757545314492103
340518,55.20703125,222.7476577758789,-228.29998779296875,1,0.37563588774350537
340518,-85.271484375,157.4644546508789,-146.29998779296875,1,0.375001549580774
340518,9.748046875,180.3648452758789,-187.29998779296875,31,0.374773109284566
340518,33.673828125,180.3648452758789,-238.29998779296875,1,0.3745193787955596
340518,20.685546875,181.7320327758789,-260.29998779296875,31,0.3740719053193627
340518,111.26171875,148.9195327758789,-254.29998779296875,1,0.3737173274468226
340518,25.470703125,200.1890640258789,-211.29998779296875,1,0.3729711016915325
340518,-16.912109375,178.9976577758789,-219.29998779296875,1,0.3728605972752338
340518,-86.296875,198.1382827758789,-194.29998779296875,1,0.3727511227655479
340518,-90.740234375,168.0601577758789,-221.29998779296875,1,0.37259391578652046
340518,23.419921875,162.5914077758789,-107.29998779296875,31,0.3724298807837239
340518,23.078125,177.9722671508789,-295.29998779296875,31,0.3722800413961788
340518,27.1796875,217.2789077758789,-119.29998779296875,1,0.3722317630832534
340518,-41.521484375,171.1363296508789,-207.29998779296875,1,0.3721940800335381
340518,33.673828125,198.4800796508789,-258.29998779296875,1,0.37165814014635634
340518,-17.9375,143.7925796508789,-76.29998779296875,32,0.37145534881133935
340518,59.30859375,195.7457046508789,-74.29998779296875,1,0.37135142925376863
340518,-71.2578125,109.9546890258789,-149.29998779296875,1,0.3707979864260323
340518,32.6484375,165.6675796508789,-98.29998779296875,31,0.37070966377306486
340518,-73.30859375,204.9742202758789,-121.29998779296875,1,0.3706502709918725
340518,-69.890625,187.5425796508789,-264.29998779296875,1,0.37061049343640057
340518,-92.107421875,142.0835952758789,-211.29998779296875,1,0.37031295257926
340518,-30.92578125,197.4546890258789,-120.29998779296875,1,0.36984015048821234
340518,20.001953125,170.1109390258789,-59.29998779296875,1,0.36947983044936933
340518,43.927734375,211.1265640258789,-252.29998779296875,1,0.36852145528686275
340518,34.015625,166.0093765258789,-143.29998779296875,32,0.3681666205134517
340518,52.130859375,200.8726577758789,-52.29998779296875,32,0.36801182321787584
340518,-65.447265625,187.5425796508789,-63.29998779296875,32,0.3670782198807679
340518,-88.34765625,168.0601577758789,-273.29998779296875,1,0.3655927855247912
340518,-71.94140625,204.9742202758789,-113.29998779296875,1,0.365587467411197
340518,-83.904296875,173.1871109008789,-193.29998779296875,1,0.36535813770265024
340518,62.04296875,202.9234390258789,-76.29998779296875,1,0.3648876762164266
340518,-90.740234375,184.1246109008789,-158.29998779296875,1,0.364857361387864
340518,-81.853515625,202.9234390258789,-139.29998779296875,1,0.3644565966554086
340518,-45.96484375,193.3531265258789,-63.29998779296875,1,0.3642286415482053
340518,17.609375,166.0093765258789,-219.29998779296875,31,0.3616526565579162
340518,12.482421875,151.6539077758789,-219.29998779296875,32,0.3593691501221575
340518,23.76171875,211.8101577758789,-110.29998779296875,1,0.3586312054848284
340518,18.634765625,182.4156265258789,-233.29998779296875,31,0.3583793106909978
340518,21.369140625,189.2515640258789,-276.29998779296875,31,0.357889735807325
340518,-23.064453125,196.0875015258789,-179.29998779296875,1,0.3576409754107128
340518,84.943359375,195.7457046508789,-194.29998779296875,1,0.35760870702080305
340518,-93.474609375,168.4019546508789,-199.29998779296875,1,0.35755774188053496
340518,-67.83984375,96.2828140258789,-163.29998779296875,1,0.3573943988006932
340518,28.546875,123.6265640258789,-140.29998779296875,31,0.35702144609196546
340518,-79.4609375,201.2144546508789,-188.29998779296875,1,0.3561913661581335
340518,19.66015625,183.7828140258789,-245.29998779296875,31,0.3546607929238377
340518,-55.876953125,225.4820327758789,-179.29998779296875,1,0.3545130169385649
340518,37.775390625,220.3550796508789,-196.29998779296875,1,0.35444803976375877
340518,11.45703125,193.3531265258789,-142.29998779296875,31,0.3543927377937081
340518,87.677734375,208.7339859008789,-201.29998779296875,1,0.35369449851253504
340518,-94.33598783706799,171.6559112379469,-194.29998779296875,1,0.3534065861691364
340518,-56.21875,189.2515640258789,-58.29998779296875,31,0.3525003729325898
340518,74.34765625,150.2867202758789,-170.29998779296875,1,0.3524802875443392
340518,-19.98828125,80.5601577758789,-164.29998779296875,1,0.35220511255086145
340518,-93.474609375,169.0855484008789,-198.29998779296875,1,0.3520072240898968
340518,13.5078125,170.1109390258789,-39.29998779296875,32,0.35139320343077657
340518,94.171875,198.8218765258789,-169.29998779296875,1,0.35108986183419355
340518,32.990234375,161.2242202758789,-144.29998779296875,32,0.35097230191454
340518,-85.61328125,173.8707046508789,-234.29998779296875,1,0.35045472029692554
340518,29.572265625,178.3140640258789,-303.29998779296875,31,0.34987573755886636
340518,-75.359375,178.3140640258789,-225.29998779296875,1,0.3496787737060803
340518,-30.583984375,153.7046890258789,-117.29998779296875,32,0.34951080186116273
340518,19.318359375,148.2359390258789,-240.29998779296875,31,0.3490077278337268
340518,-87.322265625,199.8472671508789,-194.29998779296875,1,0.348908502492518
340518,33.673828125,197.1128921508789,-236.29998779296875,1,0.3485964488472464
340518,31.623046875,117.1324234008789,-149.29998779296875,31,0.34823513430595243
340518,15.55859375,147.8941421508789,-322.29998779296875,31,0.34751070736897294
340518,-37.078125,110.9800796508789,-172.29998779296875,1,0.3474985316135026
340518,-47.33203125,179.3394546508789,-127.29998779296875,1,0.34668355234671383
340518,-62.712890625,185.1500015258789,-232.29998779296875,1,0.3454189708553518
340518,11.45703125,184.8082046508789,-223.29998779296875,31,0.34522101369628827
340518,110.578125,154.0464859008789,-257.29998779296875,1,0.3442197957901561
340518,21.369140625,185.8335952758789,-256.29998779296875,31,0.34395800617170574
340518,31.28125,156.0972671508789,-119.29998779296875,32,0.3439430688931923
340518,-79.802734375,178.3140640258789,-138.29998779296875,1,0.3433740656014365
340518,32.6484375,210.7847671508789,-77.29998779296875,1,0.34307060919249777
340518,-0.505859375,173.5289077758789,-126.29998779296875,32,0.3423763964797874
340518,-23.40625,198.8218765258789,-151.29998779296875,1,0.34166752910739584
340518,-82.537109375,201.5562515258789,-153.29998779296875,1,0.3416395864235163
340518,-24.431640625,84.3199234008789,-161.29998779296875,1,0.3414067143555815
340518,3.25390625,170.7945327758789,-294.29998779296875,31,0.340929310918235
340518,-103.38671875,168.0601577758789,-187.29998779296875,1,0.3404737174116266
340518,35.724609375,174.5542984008789,-96.29998779296875,31,0.3401493831909201
340518,-57.5859375,185.1500015258789,-67.29998779296875,1,0.339966816103315
340518,-53.142578125,106.5367202758789,-134.29998779296875,1,0.33966510321190807
340518,37.43359375,160.5406265258789,-121.29998779296875,32,0.33951503305127617
340518,-78.435546875,195.4039077758789,-199.29998779296875,1,0.33942544025873184
340518,63.068359375,190.6187515258789,-137.29998779296875,1,0.33908858897491134
340518,93.146484375,194.3785171508789,-215.29998779296875,1,0.3379913114338561
340518,27.1796875,210.7847671508789,-90.29998779296875,1,0.3379570387917855
340518,-76.7265625,127.7281265258789,-185.29998779296875,1,0.3377553236742839
340518,-82.87890625,196.7710952758789,-213.29998779296875,1,0.3376962290982817
340518,42.21875,228.2164077758789,-156.29998779296875,1,0.3376679655338411
340518,-28.19140625,67.9136734008789,-229.29998779296875,1,0.33765139252421306
340518,-55.53515625,209.7593765258789,-85.29998779296875,1,0.33751340445717304
340518,31.96484375,190.9605484008789,-178.29998779296875,1,0.33750111245139397
340518,-74.67578125,204.2906265258789,-122.29998779296875,1,0.33719431040128917
340518,46.662109375,95.2574234008789,-149.29998779296875,1,0.3367510611355901
340518,113.3125,101.7515640258789,-64.29998779296875,1,0.3366107284528838
340518,-88.34765625,130.1207046508789,-172.29998779296875,1,0.33659418496774324
340518,-85.955078125,188.2261734008789,-294.29998779296875,1,0.3365484107188262
340518,10.08984375,151.9957046508789,-202.29998779296875,32,0.33649074061585055
340518,11.45703125,157.8062515258789,-184.29998779296875,31,0.3337906757301283
340518,-10.759765625,105.5113296508789,-119.29998779296875,1,0.33308101913341026
340518,52.130859375,230.9507827758789,-151.29998779296875,1,0.33275092607751877
340518,-28.533203125,202.2398452758789,-99.29998779296875,1,0.33226568463097866
340518,82.208984375,168.7437515258789,-154.29998779296875,1,0.33204789860175166
340518,34.69921875,198.1382827758789,-251.29998779296875,1,0.33198949522142174
340518,31.28125,126.3609390258789,-65.29998779296875,31,0.3319604216030301
340518,21.369140625,164.6421890258789,-79.29998779296875,31,0.33165500299225903
340518,101.69140625,77.4839859008789,-42.29998779296875,1,0.33121104243332106
340518,-34.34375,204.6324234008789,-58.29998779296875,31,0.3301929747784149
340518,71.271484375,168.4019546508789,-126.29998779296875,1,0.3287836805006876
340518,12.482421875,185.4917984008789,-237.29998779296875,31,0.3286225679899867
340518,-96.55078125,163.9585952758789,-231.29998779296875,1,0.3277547884564552
340518,85.96875,150.9703140258789,-112.29998779296875,1,0.32702250015228934
340518,-22.0390625,137.2984390258789,-128.29998779296875,1,0.32698621859619287
340518,54.865234375,99.0171890258789,-139.29998779296875,1,0.3267282701780351
340518,-61.345703125,189.9351577758789,-59.29998779296875,32,0.32654679210418747
340518,-96.892578125,127.3863296508789,-214.29998779296875,1,0.3261921214589349
340518,30.939453125,177.9722671508789,-268.29998779296875,31,0.3254597303670288
340518,99.640625,199.1636734008789,-235.29998779296875,1,0.3240491284900706
340518,-30.583984375,113.3726577758789,-130.29998779296875,1,0.3237080490826684
340518,80.158203125,196.0875015258789,-205.29998779296875,1,0.3235750081129137
340518,-101.677734375,172.1617202758789,-243.29998779296875,1,0.32350020616386066
340518,-77.068359375,210.7847671508789,-176.29998779296875,1,0.32341064190177965
340518,64.77734375,183.0992202758789,-87.29998779296875,1,0.3232888693546735
340518,-56.90234375,195.0621109008789,-105.29998779296875,1,0.32316808170559896
340518,-82.87890625,169.7691421508789,-286.29998779296875,1,0.3231060497682082
340518,12.482421875,153.7046890258789,-219.29998779296875,31,0.3227506004401846
340518,32.6484375,157.1226577758789,-120.29998779296875,31,0.32274795912376336
340518,47.00390625,218.9878921508789,-110.29998779296875,1,0.32248139847408136
340518,-1.53125,120.8921890258789,-188.29998779296875,31,0.32232012945554855
340518,20.685546875,184.8082046508789,-264.29998779296875,31,0.32230375679946144
340518,20.34375,184.1246109008789,-281.29998779296875,31,0.32215171578536117
340518,30.939453125,221.7222671508789,-127.29998779296875,1,0.3220024741838327
340518,-62.712890625,217.6207046508789,-120.29998779296875,1,0.32163151026170483
340518,34.357421875,187.5425796508789,-247.29998779296875,1,0.3213872956780827
340518,-23.748046875,194.7203140258789,-153.29998779296875,1,0.32068746121486424
340518,62.7265625,217.2789077758789,-192.29998779296875,1,0.32062395261960763
340518,-44.939453125,135.9312515258789,-43.29998779296875,32,0.3204830265314467
340518,-33.318359375,191.9859390258789,-180.29998779296875,1,0.31929058353212125
340518,-10.076171875,188.9097671508789,-58.29998779296875,31,0.3189085664704307
340518,11.45703125,181.0484390258789,-179.29998779296875,31,0.3187967571098623
340518,65.119140625,217.6207046508789,-96.29998779296875,1,0.31856763961571094
340518,109.89453125,150.9703140258789,-252.29998779296875,1,0.31815514735323847
340518,29.572265625,158.1480484008789,-118.29998779296875,32,0.31790906711052047
340518,37.43359375,208.3921890258789,-257.29998779296875,1,0.3172545129890259
340518,-13.494140625,176.9468765258789,-110.29998779296875,1,0.3165795202973092
340518,-71.2578125,166.6929702758789,-132.29998779296875,1,0.31610001721856323
340518,39.826171875,174.2125015258789,-116.29998779296875,32,0.31609906009523503
340518,-46.6484375,138.3238296508789,-44.29998779296875,31,0.31570691171713394
340518,53.498046875,221.0386734008789,-232.29998779296875,1,0.31541292006161337
340518,73.322265625,178.9976577758789,-103.29998779296875,1,0.3149882553013836
340518,80.5,215.5699234008789,-266.29998779296875,1,0.3149565799612873
340518,-89.03125,173.5289077758789,-226.29998779296875,1,0.31471545429518233
340518,80.5,161.9078140258789,-112.29998779296875,1,0.3146944640981399
340518,23.76171875,209.7593765258789,-96.29998779296875,1,0.31448929267069675
340518,21.369140625,188.5679702758789,-267.29998779296875,31,0.3144853291888293
340518,62.384765625,194.7203140258789,-122.29998779296875,1,0.3142916714362882
340518,24.4453125,167.7183609008789,-57.29998779296875,32,0.3139096586478021
341442,2.995098184477655,16.91845724875526,-287.34437159154595,31,0.9919179771648148
341442,7.234613479209344,34.41856127822888,-293.7719479027645,31,0.838251346410088
341442,22.042595420935072,53.80444391151579,-165.1591522663241,31,0.8238917749528176
341442,10.79166836600001,46.39229366487152,-169.0539307719914,31,0.819966587427881
341442,-6.668402837418341,37.28732668709165,-244.9590659346415,31,0.6634029681968149
341442,-47.51155156275769,35.324963542525694,-132.40425964796538,1,0.651671688840581
341442,39.256626831121196,7.81392787797148,-115.1411983358079,31,0.648671819546542
341442,-32.64656893006173,44.16015625,-152.4988607317998,1,0.6448723083039605
341442,39.72537263280705,2.671718273508219,-112.61554705255833,31,0.6402328006441241
341442,26.214753898920435,-4.213979501349456,-219.71113162832552,31,0.6374063952117677
341442,14.296875,50.32641861335861,-152.30590938561755,31,0.632162756681922
341442,-6.484375,21.00389597709696,-242.33337947128376,31,0.6245760720328397
341442,9.1015625,-2.96875,-120.0,32,0.3846052530519527
341442,13.18359375,22.265625,-305.0,31,0.3844930995160178
341442,13.5546875,50.09765625,-155.0,31,0.38434921499220404
341442,-0.91796875,39.3359375,-265.0,31,0.383742021104296
341442,0.9375,37.8515625,-285.0,31,0.3836936925762366
341442,10.21484375,44.16015625,-190.0,31,0.38355498112055303
341442,7.6171875,15.5859375,-230.0,31,0.38346102674073845
341442,25.4296875,-11.1328125,-90.0,31,0.38343694939555206
341442,-17.24609375,-45.2734375,-200.0,31,0.38334339736670864
341442,-9.08203125,34.140625,-305.0,31,0.38303235970869876
341442,-7.59765625,-15.5859375,-120.0,32,0.38231799506290765
